HIT_CASINO_ID,HIT_JP_GROUP,HIT_JP_NAME,HIT_LEVEL,HIT_REST_VALUE,HIT_SMID,HIT_STAGE,HIT_TEXT,HIT_TIME,HIT_VALUE
"","","","","","","","","",""
